1;2
2;1
2;3
3;2
3;4
4;3
2;5
5;2
1;6
6;1
6;7
7;6
6;5
5;6
4;5
5;4
4;8
8;4
5;8
8;5
7;8
8;7
7;15
15;7
15;9
9;12
12;9
9;10
10;9
10;11
11;10
11;12
12;11
11;13
13;11
13;14
14;13
14;16
16;17
17;16
17;18
18;17
18;19
19;18
13;19
19;13
20;19
19;20
21;20
20;21
22;18
24;17
17;25
25;26
25;24
24;25
26;24
26;23
23;26
21;23
23;21
24;22
22;24
